image,voxel volume,voxel size,image volume,image size
00012T1wCE,0.14999995,"[0.50000006, 0.50000024, 0.5999994]",834.7497014701366,"(256.0000305175781, 256.0001220703125, 182.3998260498047)"
00012T2w,0.12500024,"[0.49999997, 0.500001, 0.5]",3540.5067529678345,"(255.99998474121094, 224.0004539489746, 256.0)"
00014FLAIR,0.3,"[0.5, 1.2, 0.5]",1098.300043642521,"(256.0, 259.2000102996826, 256.0)"
00014T1w,0.14999957,"[0.5, 0.5, 0.5999983]",540.8984632194042,"(256.0, 256.0, 211.19939994812012)"
00014T1wCE,0.14999957,"[0.5, 0.5, 0.5999983]",401.84885828197,"(256.0, 256.0, 211.19939994812012)"
00014T2w,0.5,"[0.5, 0.5, 2.0]",911.5,"(256.0, 256.0, 258.0)"
00017FLAIR,0.5,"[2.0, 0.5, 0.5]",1052.0,"(258.0, 256.0, 256.0)"
00017T1w,1.0988669,"[0.46880022, 0.4688002, 4.9999943]",699.9782404899597,"(240.0257110595703, 240.02569580078125, 159.99981689453125)"
00017T1wCE,0.15000008,"[0.5, 0.5, 0.6000003]",370.20019859075546,"(256.0, 256.0, 196.80010557174683)"
00017T2w,0.5,"[0.5, 2.0, 0.5]",1051.0,"(256.0, 258.0, 256.0)"
00018FLAIR,0.5,"[2.0, 0.5, 0.5]",823.0,"(258.0, 256.0, 256.0)"
00018T1w,1.0988681,"[0.46880007, 0.4687998, 5.0000057]",654.9254064559937,"(240.025634765625, 240.02549743652344, 190.00021743774414)"
00018T1wCE,0.5,"[2.0, 0.5, 0.5]",308.0,"(258.0, 256.0, 256.0)"
00018T2w,0.124999925,"[0.49999964, 0.50000006, 0.5]",1241.8742597848177,"(203.9998540878296, 256.0000305175781, 256.0)"
00019FLAIR,0.5,"[0.5, 0.5, 2.0]",718.5,"(256.0, 256.0, 258.0)"
00019T1w,0.92321104,"[0.42970017, 0.42970014, 4.9999995]",784.7293823957443,"(220.00648498535156, 220.0064697265625, 159.99998474121094)"
00019T1wCE,0.5,"[2.0, 0.5, 0.5]",351.5,"(258.0, 256.0, 256.0)"
00019T2w,0.5,"[0.5, 2.0, 0.5]",1430.5,"(256.0, 258.0, 256.0)"
00020FLAIR,0.2999995,"[0.5, 1.199998, 0.5]",1282.1978855729103,"(256.0, 247.19959235191345, 256.0)"
00020T1w,1.0089025,"[0.44920006, 0.44919997, 4.999996]",858.5760698318481,"(229.9904327392578, 229.99038696289062, 159.9998779296875)"
00020T1wCE,0.5,"[2.0, 0.5, 0.5]",348.0,"(258.0, 256.0, 256.0)"
00020T2w,0.12500006,"[0.5000001, 0.5, 0.5000001]",1420.3756772875786,"(208.00004959106445, 256.0, 256.00006103515625)"
00021FLAIR,0.25,"[0.5, 0.5, 1.0]",1040.0,"(256.0, 256.0, 257.0)"
00021T1w,1.0988677,"[0.4688002, 0.46880013, 4.9999986]",701.0775637626648,"(240.02569580078125, 240.02566528320312, 159.9999542236328)"
00021T1wCE,1.4999967,"[1.0, 1.0, 1.4999967]",340.4992423057556,"(256.0, 256.0, 179.9995994567871)"
00021T2w,0.125,"[0.5, 0.5, 0.5]",1904.25,"(180.0, 256.0, 256.0)"
00022FLAIR,0.25,"[0.5, 0.5, 1.0]",863.25,"(256.0, 256.0, 257.0)"
00022T1w,1.0988674,"[0.46880016, 0.4688, 4.999999]",979.0908679962158,"(240.0256805419922, 240.02560424804688, 134.99997425079346)"
00022T1wCE,1.4999967,"[1.0, 1.0, 1.4999967]",271.49939584732056,"(256.0, 256.0, 179.9995994567871)"
00022T2w,0.125,"[0.5, 0.5, 0.5]",1329.375,"(180.0, 256.0, 256.0)"
00024FLAIR,0.5,"[2.0, 0.5, 0.5]",1084.5,"(258.0, 256.0, 256.0)"
00024T1w,1.0089023,"[0.44920003, 0.4491999, 4.9999967]",925.1634194850922,"(229.99041748046875, 229.99034118652344, 159.99989318847656)"
00024T1wCE,0.5,"[2.0, 0.5, 0.5]",387.0,"(258.0, 256.0, 256.0)"
00024T2w,0.5,"[0.5, 2.0, 0.5]",1798.5,"(256.0, 258.0, 256.0)"
00025FLAIR,0.5,"[0.5, 0.5, 2.0]",1007.0,"(256.0, 256.0, 258.0)"
00025T1w,1.0089024,"[0.44920018, 0.4491999, 4.999995]",969.5552357435226,"(229.99049377441406, 229.99034118652344, 159.99984741210938)"
00025T1wCE,0.5,"[2.0, 0.5, 0.5]",359.0,"(258.0, 256.0, 256.0)"
00025T2w,0.5,"[0.5, 0.5, 2.0]",1412.0,"(256.0, 256.0, 258.0)"
00026FLAIR,0.3000004,"[0.49999997, 1.2000018, 0.49999997]",1380.301837414503,"(255.99998474121094, 235.20035982131958, 255.99998474121094)"
00026T1w,1.0089035,"[0.4492001, 0.44919994, 5.000001]",954.4227142333984,"(229.99044799804688, 229.99037170410156, 160.00003051757812)"
00026T1wCE,0.5,"[0.5, 2.0, 0.5]",397.0,"(256.0, 258.0, 256.0)"
00026T2w,0.5,"[0.5, 2.0, 0.5]",1037.5,"(256.0, 258.0, 256.0)"
00028FLAIR,0.15000021,"[0.50000024, 0.60000026, 0.50000024]",1099.8015732765198,"(256.0001220703125, 240.0001049041748, 256.0001220703125)"
00028T1w,1.0988684,"[0.4688002, 0.46880016, 5.0000014]",873.6003541946411,"(240.02569580078125, 240.0256805419922, 155.0000443458557)"
00028T1wCE,0.5,"[2.0, 0.5, 0.5]",369.5,"(258.0, 256.0, 256.0)"
00028T2w,0.12499976,"[0.49999925, 0.49999982, 0.49999997]",1509.3721210956573,"(203.99969601631165, 255.99990844726562, 255.99998474121094)"
00030FLAIR,0.5,"[2.0, 0.5, 0.5]",1635.5,"(258.0, 256.0, 256.0)"
00030T1w,1.0988702,"[0.46879998, 0.4688, 5.000014]",1073.5961445569992,"(240.0255889892578, 240.02560424804688, 155.00042867660522)"
00030T1wCE,0.5,"[0.5, 2.0, 0.5]",477.0,"(256.0, 258.0, 256.0)"
00030T2w,0.124999985,"[0.49999973, 0.49999997, 0.50000024]",1713.1247957795858,"(203.9998905658722, 255.99998474121094, 256.0001220703125)"
00031FLAIR,0.30000025,"[0.49999994, 1.2000012, 0.49999994]",1507.2012577056885,"(255.99996948242188, 244.8002529144287, 255.99996948242188)"
00031T1w,1.008905,"[0.4492002, 0.44919986, 5.000008]",938.2816994190216,"(229.99050903320312, 229.99032592773438, 165.00026750564575)"
00031T1wCE,0.15000008,"[0.5, 0.5, 0.6000003]",366.9001968204975,"(256.0, 256.0, 187.20010042190552)"
00031T2w,0.5,"[0.5, 2.0, 0.5]",2446.0,"(256.0, 258.0, 256.0)"
00032FLAIR,0.25,"[0.5, 0.5, 1.0]",1536.25,"(256.0, 256.0, 256.0)"
00032T1w,1.0988662,"[0.46880007, 0.4688002, 4.999993]",932.9374244213104,"(240.025634765625, 240.02569580078125, 184.9997353553772)"
00032T1wCE,1.5,"[1.0, 1.0, 1.5]",466.5,"(256.0, 256.0, 180.0)"
00032T2w,0.12500016,"[0.5000003, 0.5000002, 0.5000002]",2059.002699971199,"(204.00012159347534, 256.0000915527344, 256.0000915527344)"
00033FLAIR,0.29999965,"[0.5, 1.1999986, 0.5]",1195.7986220121384,"(256.0, 259.1997013092041, 256.0)"
00033T1w,1.008903,"[0.44920012, 0.44920006, 4.999997]",795.0155849456787,"(229.99046325683594, 229.9904327392578, 159.99990844726562)"
00033T1wCE,0.5,"[2.0, 0.5, 0.5]",359.5,"(258.0, 256.0, 256.0)"
00033T2w,0.1250004,"[0.50000185, 0.49999982, 0.49999994]",2185.5070343613625,"(208.00076866149902, 255.99990844726562, 255.99996948242188)"
00035FLAIR,0.25,"[0.5, 0.5, 1.0]",1250.0,"(256.0, 256.0, 257.0)"
00035T1w,1.0988669,"[0.4688, 0.46879998, 4.999999]",1001.0677819252014,"(240.02560424804688, 240.0255889892578, 149.9999713897705)"
00035T1wCE,1.5,"[1.0, 1.0, 1.5]",499.5,"(256.0, 256.0, 180.0)"
00035T2w,0.5,"[0.5, 2.0, 0.5]",1238.5,"(256.0, 258.0, 256.0)"
00036FLAIR,0.29999954,"[0.5, 1.1999981, 0.5]",925.4985657334328,"(256.0, 259.19959831237793, 256.0)"
00036T1w,1.008903,"[0.44919991, 0.4492001, 4.999999]",643.6801309585571,"(229.9903564453125, 229.99044799804688, 169.99996757507324)"
00036T1wCE,0.5,"[0.5, 2.0, 0.5]",331.0,"(256.0, 258.0, 256.0)"
00036T2w,0.125,"[0.5, 0.5, 0.5]",1397.625,"(208.0, 256.0, 256.0)"
00043FLAIR,0.47683716,"[0.48828125, 0.48828125, 2.0]",2097.1298217773438,"(250.0, 250.0, 258.0)"
00043T1w,1.0089023,"[0.44919983, 0.44919986, 4.999999]",1308.54629778862,"(229.9903106689453, 229.99032592773438, 159.99996948242188)"
00043T1wCE,0.59999955,"[0.9999999, 0.99999964, 0.59999985]",1110.5991615056992,"(255.99996948242188, 255.99990844726562, 172.799955368042)"
00043T2w,0.27499986,"[1.0999994, 0.5, 0.5]",3375.8982439041138,"(175.99990844726562, 256.0, 256.0)"
00044FLAIR,0.15000021,"[0.49999988, 0.6000007, 0.50000024]",1115.5515958070755,"(255.99993896484375, 254.400288105011, 256.0001220703125)"
00044T1w,1.0089029,"[0.44920003, 0.44920015, 4.9999967]",730.4457049369812,"(229.99041748046875, 229.990478515625, 159.99989318847656)"
00044T1wCE,0.5,"[2.0, 0.5, 0.5]",265.0,"(258.0, 256.0, 256.0)"
00044T2w,0.12499991,"[0.49999946, 0.50000006, 0.5000001]",1102.7492112517357,"(199.9997854232788, 256.0000305175781, 256.00006103515625)"
00045FLAIR,0.2999996,"[0.5000002, 1.1999974, 0.5000002]",1403.9981031417847,"(256.0000915527344, 249.5994644165039, 256.0000915527344)"
00045T1w,1.0089018,"[0.44919991, 0.44919997, 4.9999943]",817.2104859352112,"(229.9903564453125, 229.99038696289062, 179.99979400634766)"
00045T1wCE,0.5,"[0.5, 2.0, 0.5]",355.5,"(256.0, 258.0, 256.0)"
00045T2w,0.5,"[0.5, 2.0, 0.5]",1322.5,"(256.0, 258.0, 256.0)"
00046FLAIR,0.2999999,"[0.5000002, 1.1999991, 0.5]",766.199725985527,"(256.0000915527344, 225.5998296737671, 256.0)"
00046T1w,1.0089036,"[0.4492, 0.44920018, 5.0]",599.2887518405914,"(229.9904022216797, 229.99049377441406, 155.0)"
00046T1wCE,0.5,"[2.0, 0.5, 0.5]",206.0,"(258.0, 256.0, 256.0)"
00046T2w,0.12500034,"[0.50000113, 0.50000024, 0.5]",1085.0029748678207,"(192.00043487548828, 256.0001220703125, 256.0)"
00048FLAIR,0.29999965,"[0.5000002, 1.1999986, 0.49999982]",1347.2984474301338,"(256.0000915527344, 235.19972896575928, 255.99990844726562)"
00048T1w,1.0089024,"[0.44919991, 0.44919997, 4.9999976]",935.2525531053543,"(229.9903564453125, 229.99038696289062, 159.9999237060547)"
00048T1wCE,0.14999965,"[0.5000001, 0.50000006, 0.59999835]",475.64888486266136,"(256.00006103515625, 256.0000305175781, 211.19942092895508)"
00048T2w,0.124999695,"[0.49999896, 0.49999997, 0.49999985]",2152.619739435613,"(207.99956607818604, 255.99998474121094, 255.9999237060547)"
00049FLAIR,0.20344001,"[0.5390999, 0.6999996, 0.53910005]",3593.971226334572,"(276.0191345214844, 207.19987297058105, 276.01922607421875)"
00049T1w,1.2893097,"[0.5078002, 0.50780016, 5.0000176]",1401.4796874523163,"(259.99371337890625, 259.9936828613281, 160.0005645751953)"
00049T1wCE,0.38882926,"[0.54690003, 0.54689986, 1.2999996]",830.9281308948994,"(280.0128173828125, 280.0127258300781, 153.39995217323303)"
00049T2w,0.20937005,"[0.7000005, 0.5469002, 0.5469002]",1857.321685642004,"(182.00013637542725, 280.0129089355469, 280.0129089355469)"
00052FLAIR,0.5,"[0.5, 0.5, 2.0]",1218.0,"(256.0, 256.0, 258.0)"
00052T1w,1.0988675,"[0.46879995, 0.4688002, 5.0]",984.5853118896484,"(240.02557373046875, 240.02569580078125, 175.0)"
00052T1wCE,0.5,"[2.0, 0.5, 0.5]",482.0,"(258.0, 256.0, 256.0)"
00052T2w,0.5,"[0.5, 2.0, 0.5]",1600.5,"(256.0, 258.0, 256.0)"
00053FLAIR,0.5,"[0.5, 0.5, 2.0]",881.5,"(256.0, 256.0, 258.0)"
00053T1w,1.0988667,"[0.4688001, 0.4687998, 4.9999986]",1135.12930226326,"(240.02565002441406, 240.02549743652344, 149.99995708465576)"
00053T1wCE,0.15000007,"[0.5, 0.5, 0.60000026]",466.05020371079445,"(256.0, 256.0, 230.4001007080078)"
00053T2w,0.125,"[0.5, 0.5, 0.5]",1943.5,"(216.0, 256.0, 256.0)"
00054FLAIR,0.5,"[0.5, 0.5, 2.0]",670.5,"(256.0, 256.0, 258.0)"
00054T1w,1.0089008,"[0.44919997, 0.44919994, 4.999989]",688.0703194141388,"(229.99038696289062, 229.99037170410156, 139.99969291687012)"
00054T1wCE,0.15000027,"[0.49999988, 0.49999982, 0.60000145]",281.5505146384239,"(255.99993896484375, 255.99990844726562, 189.60045957565308)"
00054T2w,0.5,"[0.5, 2.0, 0.5]",1109.5,"(256.0, 258.0, 256.0)"
00056FLAIR,0.14999944,"[0.5, 0.59999776, 0.5]",915.7465794682503,"(256.0, 271.1989870071411, 256.0)"
00056T1w,1.008903,"[0.44919983, 0.44920018, 4.999999]",755.6683669090271,"(229.9903106689453, 229.99049377441406, 164.99996852874756)"
00056T1wCE,0.5,"[0.5, 2.0, 0.5]",370.5,"(256.0, 258.0, 256.0)"
00056T2w,0.12500022,"[0.50000066, 0.5, 0.50000024]",1238.2522141635418,"(206.00027012825012, 256.0, 256.0001220703125)"
00058FLAIR,0.25,"[0.5, 0.5, 1.0]",901.75,"(256.0, 256.0, 257.0)"
00058T1w,1.0988669,"[0.4687998, 0.46879986, 5.0000024]",938.4323663711548,"(240.02549743652344, 240.02552795410156, 145.00006914138794)"
00058T1wCE,1.5,"[1.0, 1.0, 1.5]",363.0,"(256.0, 256.0, 180.0)"
00058T2w,0.12500013,"[0.50000066, 0.5000001, 0.4999998]",1947.627089574933,"(192.00025177001953, 256.00006103515625, 255.99989318847656)"
00059FLAIR,0.14999975,"[0.5, 0.599999, 0.5]",1385.9977144002914,"(256.0, 239.9996042251587, 256.0)"
00059T1w,1.0988686,"[0.46880022, 0.46880004, 5.000004]",1018.651200056076,"(240.0257110595703, 240.02561950683594, 170.00012969970703)"
00059T1wCE,1.4999975,"[1.0, 1.0, 1.4999975]",518.9991338253021,"(256.0, 256.0, 179.99969959259033)"
00059T2w,0.12499999,"[0.5000001, 0.49999985, 0.5]",2357.3748594895005,"(192.0000457763672, 255.9999237060547, 256.0)"
00060FLAIR,0.3000002,"[0.5, 1.2000012, 0.4999998]",1071.9006814956665,"(256.0, 235.20024299621582, 255.99989318847656)"
00060T1w,1.0089028,"[0.44920015, 0.44920003, 4.999996]",700.1785349845886,"(229.990478515625, 229.99041748046875, 179.99986267089844)"
00060T1wCE,0.5,"[2.0, 0.5, 0.5]",285.0,"(258.0, 256.0, 256.0)"
00060T2w,0.12499976,"[0.49999946, 0.49999976, 0.49999982]",1583.9969787597656,"(207.99977684020996, 255.9998779296875, 255.99990844726562)"
00061FLAIR,0.29999924,"[0.49999976, 1.1999974, 0.50000006]",1465.796272277832,"(255.9998779296875, 235.19949531555176, 256.0000305175781)"
00061T1w,1.0089022,"[0.44919994, 0.44920003, 4.999995]",1025.0446271896362,"(229.99037170410156, 229.99041748046875, 179.99982833862305)"
00061T1wCE,0.14999966,"[0.50000006, 0.50000006, 0.59999853]",466.04895366728306,"(256.0000305175781, 256.0000305175781, 211.19948387145996)"
00061T2w,0.12499985,"[0.49999934, 0.49999994, 0.5000001]",1566.748132288456,"(187.9997534751892, 255.99996948242188, 256.00006103515625)"
00062FLAIR,0.14999977,"[0.49999982, 0.5999994, 0.49999988]",1062.8983528017998,"(255.99990844726562, 239.99977111816406, 255.99993896484375)"
00062T1w,1.0988643,"[0.46879995, 0.46879986, 4.999989]",761.5129716396332,"(240.02557373046875, 240.02552795410156, 164.99963808059692)"
00062T1wCE,0.5,"[2.0, 0.5, 0.5]",344.0,"(258.0, 256.0, 256.0)"
00062T2w,0.124999925,"[0.49999985, 0.4999998, 0.50000006]",1705.1239836663008,"(203.99993920326233, 255.99989318847656, 256.0000305175781)"
00063FLAIR,0.25,"[0.5, 0.5, 1.0]",1515.5,"(256.0, 256.0, 257.0)"
00063T1w,1.0988666,"[0.46879992, 0.46879983, 5.0]",1117.5473138093948,"(240.0255584716797, 240.0255126953125, 165.0)"
00063T1wCE,1.4999976,"[1.0, 1.0, 1.4999976]",535.4991488456726,"(256.0, 256.0, 188.99969959259033)"
00063T2w,0.5,"[0.5, 2.0, 0.5]",1585.0,"(256.0, 258.0, 256.0)"
00064FLAIR,0.5,"[2.0, 0.5, 0.5]",1060.5,"(258.0, 256.0, 256.0)"
00064T1w,1.0988666,"[0.4687999, 0.46880013, 4.999997]",835.1386022567749,"(240.02554321289062, 240.02566528320312, 159.99990844726562)"
00064T1wCE,0.15000023,"[0.5, 0.5, 0.6000009]",416.85063771903515,"(256.0, 256.0, 201.60030841827393)"
00064T2w,0.12499978,"[0.49999887, 0.50000024, 0.5]",2000.3714230507612,"(223.99949264526367, 256.0001220703125, 256.0)"
00066FLAIR,0.15000021,"[0.5000001, 0.6000006, 0.5000001]",1355.251938700676,"(256.00006103515625, 220.80022811889648, 256.00006103515625)"
00066T1w,1.0988679,"[0.4688, 0.46880016, 5.0000014]",1098.8678932189941,"(240.02560424804688, 240.0256805419922, 145.00004148483276)"
00066T1wCE,0.14999966,"[0.5, 0.5, 0.59999865]",547.7987701296806,"(256.0, 256.0, 177.5996012687683)"
00066T2w,0.124999754,"[0.49999902, 0.5, 0.5]",1605.9968410730362,"(203.99959874153137, 256.0, 256.0)"
00068FLAIR,0.15000017,"[0.4999998, 0.6000008, 0.5000001]",771.9008741676807,"(255.99989318847656, 249.60033226013184, 256.00006103515625)"
00068T1w,1.0089031,"[0.44919986, 0.44919991, 5.0000024]",684.0363328456879,"(229.99032592773438, 229.9903564453125, 160.0000762939453)"
00068T1wCE,0.5,"[2.0, 0.5, 0.5]",329.0,"(258.0, 256.0, 256.0)"
00068T2w,0.5,"[0.5, 2.0, 0.5]",1265.0,"(256.0, 258.0, 256.0)"
00070FLAIR,0.29999962,"[0.5, 1.199998, 0.5000002]",1135.7985783219337,"(256.0, 230.39962005615234, 256.0000915527344)"
00070T1w,0.5,"[0.5, 2.0, 0.5]",749.0,"(256.0, 258.0, 256.0)"
00070T1wCE,0.5,"[2.0, 0.5, 0.5]",543.5,"(258.0, 256.0, 256.0)"
00070T2w,0.12500022,"[0.50000125, 0.49999985, 0.49999985]",2496.004463195801,"(204.00051069259644, 255.9999237060547, 255.9999237060547)"
00071FLAIR,0.25,"[1.0, 0.5, 0.5]",1188.0,"(257.0, 256.0, 256.0)"
00071T1w,1.098867,"[0.4688, 0.46879995, 4.9999995]",950.5200058221817,"(240.02560424804688, 240.02557373046875, 179.9999828338623)"
00071T1wCE,1.5,"[1.0, 1.0, 1.5]",451.5,"(256.0, 256.0, 180.0)"
00071T2w,0.125,"[0.5, 0.5, 0.5]",2133.25,"(188.0, 256.0, 256.0)"
00072FLAIR,0.25,"[1.0, 0.5, 0.5]",808.75,"(256.0, 256.0, 256.0)"
00072T1w,1.0988666,"[0.46880004, 0.46879983, 4.9999986]",798.8760050535202,"(240.02561950683594, 240.0255126953125, 149.99995708465576)"
00072T1wCE,1.5,"[1.0, 1.0, 1.5]",349.5,"(256.0, 256.0, 204.0)"
00072T2w,0.12499962,"[0.4999984, 0.49999997, 0.5000001]",1900.3692231699824,"(195.9993691444397, 255.99998474121094, 256.00006103515625)"
00074FLAIR,0.14999963,"[0.49999994, 0.5999988, 0.49999985]",1319.2467760294676,"(255.99996948242188, 259.1994695663452, 255.9999237060547)"
00074T1w,1.0988679,"[0.46880013, 0.46879998, 5.000002]",761.5154500007629,"(240.02566528320312, 240.0255889892578, 170.00006484985352)"
00074T1wCE,0.15,"[0.5, 0.5, 0.6]",393.4500156342983,"(256.0, 256.0, 182.4000072479248)"
00074T2w,0.5,"[0.5, 2.0, 0.5]",2045.5,"(256.0, 258.0, 256.0)"
00077FLAIR,0.5,"[0.5, 0.5, 2.0]",968.0,"(256.0, 256.0, 258.0)"
00077T1w,1.0988655,"[0.4688001, 0.46880013, 4.99999]",765.9092597961426,"(240.02565002441406, 240.02566528320312, 164.99966955184937)"
00077T1wCE,0.5,"[0.5, 2.0, 0.5]",373.0,"(256.0, 258.0, 256.0)"
00077T2w,0.5,"[0.5, 0.5, 2.0]",1559.5,"(256.0, 256.0, 258.0)"
00078FLAIR,0.14999995,"[0.5, 0.5999999, 0.4999999]",1348.3495177924633,"(256.0, 239.99996185302734, 255.9999542236328)"
00078T1w,1.0988685,"[0.4687999, 0.4687998, 5.000009]",925.2472679615021,"(240.02554321289062, 240.02549743652344, 155.00028085708618)"
00078T1wCE,0.5,"[0.5, 2.0, 0.5]",329.0,"(256.0, 258.0, 256.0)"
00078T2w,0.5,"[0.5, 2.0, 0.5]",1380.5,"(256.0, 258.0, 256.0)"
00081FLAIR,0.5,"[2.0, 0.5, 0.5]",763.5,"(258.0, 256.0, 256.0)"
00081T1w,1.0988672,"[0.4688002, 0.46880004, 4.9999976]",679.0999159812927,"(240.02569580078125, 240.02561950683594, 154.99992609024048)"
00081T1wCE,0.5,"[2.0, 0.5, 0.5]",244.0,"(258.0, 256.0, 256.0)"
00081T2w,0.12500004,"[0.4999999, 0.5000001, 0.5000002]",1008.1253605335951,"(211.99996209144592, 256.00006103515625, 256.0000915527344)"
00084FLAIR,0.14999989,"[0.5, 0.59999955, 0.5]",996.5992475748062,"(256.0, 249.59981155395508, 256.0)"
00084T1w,1.0089023,"[0.44920012, 0.44919977, 4.9999967]",824.2731883525848,"(229.99046325683594, 229.9902801513672, 169.99988651275635)"
00084T1wCE,0.5,"[2.0, 0.5, 0.5]",347.5,"(258.0, 256.0, 256.0)"
00084T2w,0.12500007,"[0.50000006, 0.5000002, 0.50000006]",1431.50085324049,"(188.00002241134644, 256.0000915527344, 256.0000305175781)"
00085FLAIR,0.25,"[0.5, 0.5, 1.0]",1444.0,"(256.0, 256.0, 256.0)"
00085T1w,1.0988683,"[0.4688, 0.4687998, 5.0000067]",959.3119829893112,"(240.02560424804688, 240.02549743652344, 165.0002202987671)"
00085T1wCE,1.5,"[1.0, 1.0, 1.5]",429.0,"(256.0, 256.0, 180.0)"
00085T2w,0.125,"[0.5, 0.5, 0.5]",2403.375,"(180.0, 256.0, 256.0)"
00087FLAIR,0.15,"[0.5, 0.6, 0.5]",1105.3500439226627,"(256.0, 235.2000093460083, 256.0)"
00087T1w,1.0988668,"[0.4688, 0.46879986, 4.9999995]",683.4951622486115,"(240.02560424804688, 240.02552795410156, 154.9999852180481)"
00087T1wCE,1.5,"[1.0, 1.0, 1.5]",292.5,"(256.0, 256.0, 180.0)"
00087T2w,0.12499957,"[0.49999842, 0.49999973, 0.5000001]",1838.8686428815126,"(195.99938082695007, 255.99986267089844, 256.00006103515625)"
00088FLAIR,0.5,"[2.0, 0.5, 0.5]",846.5,"(258.0, 256.0, 256.0)"
00088T1w,1.0988685,"[0.46880007, 0.46879998, 5.0000052]",652.7278826236725,"(240.025634765625, 240.0255889892578, 155.00016260147095)"
00088T1wCE,0.5,"[2.0, 0.5, 0.5]",288.0,"(258.0, 256.0, 256.0)"
